name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
Beth Fernandez,225 Keith Ranch,Carpenterberg,64902,520.542.3071x525,Tax adviser,12,29.99,1,0,Urban,1,Phone,No Offer,0,0.30576099011800006
James Evans Jr.,8416 Victoria Glens,Port Craigville,21495,292-051-0529,Health promotion specialist,1,407.09,1,0,Surburban,0,Web,No Offer,0,1.5604966963720992
Erika Brown,9939 Taylor Trail Apt. 343,Rosemouth,79869,+1-554-817-8184x7660,Ecologist,1,142.4,0,1,Surburban,0,Phone,No Offer,0,1.4353111544223658
Greg Nelson,034 Terri Port Suite 873,East Craig,30773,569-325-9596x5642,Archaeologist,1,29.99,0,1,Urban,1,Web,Discount,0,0.9753557636849225
Christine Hines,5009 Mckenzie Extensions,Carlaborough,78079,+1-394-536-6992,Youth worker,12,284.54,1,1,Surburban,0,Web,Discount,0,0.7335290796509817
Michael Phillips,871 Spears River Suite 177,Ericbury,97262,001-102-679-6788x74807,"Accountant, chartered public finance",2,60.2,0,1,Surburban,1,Web,No Offer,0,1.2633415836377524
Eric Roberts,173 Sophia Burgs,Ronaldfurt,32865,141.091.7925x892,Brewing technologist,4,1089.77,1,0,Urban,1,Multichannel,Discount,0,1.4506180015638255
Jeff Wells,52761 Jennifer Island Apt. 575,Chenborough,41993,001-741-479-6904,Data scientist,7,29.99,1,0,Surburban,1,Web,Buy One Get One,0,0.7517157740429752
Colleen Greene,230 Valerie Glen Apt. 963,West Dennisshire,06581,3253359819,Pharmacologist,1,747.31,0,1,Rural,1,Web,Buy One Get One,0,0.2071461187738568
Amber Hoover,210 Bryan Path,Castrotown,42350,3262679576,"Engineer, maintenance (IT)",6,136.63,1,0,Urban,1,Web,Buy One Get One,0,1.4178358702541523
Michael Garrett,6490 Jeffery Roads Apt. 279,North Gabriel,92155,(464)296-8359x5025,Civil Service administrator,10,29.99,1,0,Rural,1,Web,Buy One Get One,0,0.7406341787016013
Jeremy Jensen,52841 Susan Mills,Thompsonburgh,17834,+1-945-019-8577x389,Senior tax professional/tax inspector,11,54.11,1,0,Urban,1,Web,Buy One Get One,0,0.48612216597755986
Jennifer Rodriguez,490 Valenzuela Camp,South Adam,72727,+1-665-643-0920x3325,"Surveyor, commercial/residential",1,790.36,1,1,Urban,1,Multichannel,Discount,0,1.3558712248361424
Tammy Gordon,350 Randall Burg Apt. 414,Kimberlyhaven,10120,+1-941-678-1622,Comptroller,4,36.49,1,0,Urban,1,Web,No Offer,0,1.1410243155189552
Amber Werner,75639 Ashley Courts,South Josephview,63348,(100)973-8376x6750,Passenger transport manager,12,271.89,1,0,Rural,0,Web,Discount,0,0.8283702869956977
Ricardo Brown,68171 Hill Estate Apt. 734,North Julie,68718,(447)572-2086x687,"Social research officer, government",5,399.46,1,0,Surburban,0,Web,Buy One Get One,0,0.812791839620441
Julie Smith,13875 Jessica Greens Apt. 849,East Keith,82402,372-262-2659x274,Control and instrumentation engineer,3,39.83,0,1,Urban,1,Phone,Discount,1,1.7898317002347572
Anthony White,00198 Gibson Haven Apt. 648,Bradyville,75795,7593025095,Sport and exercise psychologist,10,153.58,1,0,Surburban,0,Phone,Buy One Get One,0,1.2324802310049663
Susan Ashley,457 Chad Park Suite 181,West Jeanneside,56343,430-491-4683,Retail manager,5,269.99,1,1,Surburban,0,Phone,Discount,0,1.319650292319168
Bryce Lopez,399 Kimberly Row Apt. 642,Lake Amy,93152,(214)213-9997,Magazine features editor,2,29.99,1,0,Urban,1,Web,Buy One Get One,0,0.7952325873869003
Todd Diaz,39681 Stephanie Lane Suite 687,East Jennifertown,35148,+1-135-106-3406,Amenity horticulturist,4,292.61,1,0,Surburban,0,Multichannel,No Offer,0,0.36425556183907837
Christina Gardner,8592 Jackson Crossroad,Davisberg,16030,191-189-5990x24603,"Programme researcher, broadcasting/film/video",2,576.02,0,1,Surburban,1,Web,Buy One Get One,0,0.6155296518921394
Christine Dunlap,81441 Darren Fort,Lake Jennifershire,82882,949-049-3521x572,Chemical engineer,6,29.99,1,0,Surburban,0,Web,No Offer,0,1.305225829962704
Laura Boyer,433 Scott Ways,Port Susan,77132,193.963.4721x25727,Early years teacher,9,116.3,1,0,Rural,1,Web,Discount,1,1.9553081268458379
Darrell Ward,866 Franklin Groves Apt. 982,Monicastad,02944,326.036.3639x944,Child psychotherapist,5,29.99,1,0,Surburban,0,Web,No Offer,0,0.861490466588524
Cynthia Cox,099 Anna Inlet Apt. 413,Lake Taylorside,58557,+1-267-516-0010x21829,Warden/ranger,3,29.99,0,1,Urban,1,Web,No Offer,0,0.6084769525743736
Jason Rose DDS,6358 Aguirre Manors Apt. 110,North Kylie,39209,743.244.3436x332,Illustrator,7,968.65,1,1,Surburban,1,Web,Buy One Get One,0,1.1271434639995805
John Moore,3521 Elizabeth Drives,South Daniellefurt,57254,001-572-269-1075x10017,Actuary,7,39.78,0,1,Surburban,0,Web,Discount,0,0.7027528346960835
Jason Pena,3485 Jefferson Haven Apt. 459,North Scotthaven,87881,(580)332-8440,"Designer, industrial/product",9,311.81,1,0,Urban,0,Multichannel,Buy One Get One,1,2.2649807554988826
Curtis Schultz,9158 Miller Mission,Reesechester,71283,(261)993-0005,"Education officer, environmental",1,720.17,1,1,Urban,1,Phone,Discount,0,0.48816723198548195
Heather Gomez,2940 Sims Rapids Suite 908,Bellport,65664,162.776.4797x8876,"Designer, exhibition/display",4,69.08,0,1,Urban,0,Phone,Discount,0,1.2980237128983607
Adrian Fuentes,4490 Waller Prairie Suite 535,West Kaitlyn,37009,+1-971-689-2460x26876,Music therapist,12,80.56,1,0,Urban,0,Web,Buy One Get One,0,1.294144761480902
James Weber,33308 Arnold Key,Conradmouth,95189,936-941-6977,"Designer, television/film set",1,301.19,1,0,Surburban,1,Web,No Offer,0,1.0833079387935585
Stephen Smith,43607 Galloway Shore,Michaelberg,84830,434-401-7916,Armed forces technical officer,10,307.64,0,1,Urban,0,Multichannel,Discount,0,0.9264837508534003
Alicia Miller,549 Owens Flats,New Amberfurt,64115,691.993.0705x518,Clothing/textile technologist,7,481.56,1,0,Surburban,0,Web,Discount,0,0.9850723462531106
Kyle Cabrera,1957 Stephens Garden Apt. 247,Autumnstad,48278,361-808-9607,Financial adviser,10,29.99,0,1,Surburban,0,Web,No Offer,0,0.5449010243753745
Connie Hall,0348 Scott Forges Apt. 973,New Cody,36205,821.768.9531x70029,"Surveyor, rural practice",1,895.43,0,1,Surburban,1,Web,Buy One Get One,0,0.703959789425946
James Johnson,79148 Reed Fort,West Melindahaven,10608,506-750-3791,Regulatory affairs officer,5,425.1,1,0,Rural,1,Phone,Discount,0,1.679819643956189
Jon Mora,2309 Foster Unions,East Nathanmouth,69839,001-767-873-7552,Actor,10,36.28,1,0,Urban,1,Web,No Offer,0,0.7437321258203708
Casey Peters,94571 Donald Ford,North Charlesshire,07609,001-881-786-0777x599,"Surveyor, planning and development",4,413.46,0,1,Rural,0,Phone,Buy One Get One,0,2.3701698945259917
David Booth,3851 Sandoval Locks,East Amyview,59608,898.703.0782,Editorial assistant,7,32.42,1,0,Surburban,0,Phone,No Offer,0,0.887655575399479
Elizabeth Malone,567 Gomez Crest Apt. 865,Port Lorimouth,81443,892-678-0209,Broadcast journalist,10,170.32,1,0,Urban,1,Phone,Buy One Get One,0,0.9493515826604102
Angel Taylor,844 Hughes Prairie,Bernardborough,00789,+1-540-259-1422x282,Publishing rights manager,1,150.93,1,0,Surburban,0,Web,No Offer,0,1.2783044216835207
Michael Miller,72569 James Creek Apt. 961,Edwardside,97470,788.452.2677x4210,Futures trader,11,223.39,1,0,Rural,1,Phone,Buy One Get One,0,1.3528725411286915
Jason Pruitt,21357 Emily Field,Mayoview,72401,708.310.8601,Biomedical engineer,1,506.51,1,0,Urban,1,Multichannel,No Offer,0,0.405825490966501
Peggy Lee,48433 Christopher Spurs Apt. 564,Brianshire,19362,540.377.4045x534,Data processing manager,8,575.62,1,1,Urban,1,Multichannel,Discount,0,1.0662818087322663
Lisa Hess,581 King Points,West Rebeccaport,93014,+1-670-050-7963,Bookseller,3,29.99,0,1,Surburban,0,Web,Buy One Get One,1,1.4778178523888124
Brandon Waters,0651 Jennifer Camp,East Danielview,70708,(077)455-4292,Plant breeder/geneticist,2,145.76,0,1,Surburban,1,Web,No Offer,1,2.4247446153270906
Michael Douglas,0561 Thomas Motorway,New Jeffrey,87937,038.583.1148,Soil scientist,1,29.99,1,0,Rural,1,Phone,Buy One Get One,0,0.994053573225293
Daniel Forbes,065 Rice Station Apt. 337,New Samuelstad,75995,(646)335-4593,Acupuncturist,8,428.0,1,0,Surburban,1,Multichannel,No Offer,0,1.7009916641555767
Erika Brown,6596 Weaver Ports Apt. 365,Brianburgh,45805,+1-055-632-2428x88738,Video editor,6,604.39,1,1,Urban,1,Phone,No Offer,0,1.2042128723800465
Jennifer Blanchard,4544 Crawford Springs,Wilsonshire,71846,800.150.9846,Graphic designer,8,171.88,1,0,Surburban,0,Phone,No Offer,0,1.230033459997575
Jenny Gill,07777 Matthew Bypass Suite 724,Danielfurt,99086,796-980-6819,Toxicologist,4,370.86,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.5317173852519153
James Walker,641 Jarvis Isle,Jeremyfort,54599,674-798-3994,Sports administrator,8,138.62,0,1,Urban,1,Web,Buy One Get One,0,0.8749654679415455
Courtney Jackson,88205 Wilson Plaza Apt. 476,Edwardston,06301,809-081-1865,Newspaper journalist,7,29.99,1,0,Surburban,1,Web,Discount,0,0.8035010178283315
Michelle Thomas,74443 Bradshaw Crescent,Sheppardburgh,97460,(231)647-9348x45514,"Engineer, aeronautical",1,209.98,1,0,Surburban,0,Web,No Offer,1,1.677116884162563
Tom Bullock,38196 Green Circle Apt. 232,Jeanberg,84470,(354)498-8783x36128,Barrister's clerk,3,166.0,0,1,Urban,0,Web,No Offer,0,1.0686177206732637
Carrie Hubbard,65924 Welch Trail Suite 838,Dennisfort,22312,617-205-6130x092,"Engineer, structural",10,88.37,0,1,Urban,0,Phone,Buy One Get One,1,2.3518692129097802
Shannon Navarro,79520 Arthur Crossroad Apt. 141,Brianberg,42124,001-226-821-5996,Economist,8,336.76,0,1,Surburban,0,Phone,Discount,0,0.9651991245921275
Tammy Brown,67279 Hayden Lodge Apt. 660,Port Laurenbury,53796,555-960-4767x157,Chemical engineer,1,60.71,0,1,Rural,1,Phone,Buy One Get One,0,1.012990471167851
Stephen Thomas,1573 John Dale Suite 778,Port Philipmouth,22848,865.374.9396x44642,Theatre manager,4,356.73,0,1,Surburban,0,Web,No Offer,0,1.8580266157423664
Lisa Stevens,07049 Amy Port,New Zacharymouth,19900,001-246-277-8601x740,Occupational therapist,4,52.12,1,0,Urban,0,Phone,Discount,0,1.1474157275742631
Timothy Estrada,9951 Barnes Row,West Renee,66828,+1-204-232-7826,Furniture designer,7,406.7,0,1,Surburban,1,Phone,Discount,0,1.3017702598201495
Casey Wilson,844 Rhonda Square,Port Laura,90703,4925639143,Systems developer,6,277.81,1,0,Surburban,1,Multichannel,No Offer,0,1.0074465191189197
Lisa Bishop,80087 Melanie Mountains,Penaborough,29308,(371)870-8314x81082,"Engineer, production",1,181.98,0,1,Urban,1,Web,Discount,0,0.78900869642949
Robert Morris,8131 Pena Street,Port Andrewmouth,05745,587-971-5521x41993,Fast food restaurant manager,2,112.13,1,0,Urban,1,Web,Buy One Get One,0,1.2093338596008705
Lynn Wilson,641 Christina Lock,Lake Walter,75700,810.561.5334,Clinical psychologist,5,29.99,0,1,Rural,1,Web,No Offer,0,1.4500709686997477
Chris Cabrera,76087 Williams Glen Apt. 567,East Wendy,92787,001-071-929-1121x3732,"Engineer, electrical",5,439.26,1,0,Surburban,0,Multichannel,Buy One Get One,0,0.7232564258890077
Michael Hamilton,6442 Diane Coves,New Jamesburgh,39246,(648)085-9223x0539,"Development worker, international aid",8,64.16,0,1,Surburban,0,Web,Buy One Get One,0,0.8149234363688157
Grace Jackson,59260 Erin Trace,West Kennethchester,07110,001-433-498-0037x690,"Nurse, adult",5,29.99,0,1,Surburban,0,Web,No Offer,1,2.7925621934220404
Debbie Gray,40340 Craig Island Suite 819,South Elizabeth,90553,+1-615-160-5844,Chief Technology Officer,6,29.99,0,1,Urban,1,Web,Discount,0,0.8714421845353577
Samantha Williams,873 Heather Junction Apt. 079,South Michael,56955,001-304-275-0484x088,Pensions consultant,2,591.95,0,1,Urban,1,Multichannel,Buy One Get One,0,0.4513659745538122
Kim Rodriguez,51970 Ronald Cliffs,West Edwardfurt,34677,058.070.3466,Futures trader,8,130.31,1,0,Surburban,1,Phone,No Offer,0,0.5563904005537659
Jon Douglas,38778 Tyler Inlet Suite 937,Masonhaven,17519,+1-861-986-9741,"Scientist, water quality",3,65.26,1,0,Urban,0,Web,Discount,1,2.7025120874088904
Sarah James,5761 Kelly Square Apt. 758,Port Cynthiafurt,51364,001-732-539-9312x957,Retail buyer,10,132.46,1,0,Urban,0,Phone,Buy One Get One,0,0.8651418258223607
Roberta Peterson,571 Johnson Island Apt. 987,Derrickport,69637,(335)641-9621,"Secretary, company",4,225.89,1,1,Rural,1,Web,Buy One Get One,0,1.2168661241298389
Joshua Koch,1074 Kenneth Port,Murrayland,26994,333-960-4881x8557,Information systems manager,2,115.56,0,1,Surburban,1,Web,No Offer,0,1.3802132569841206
Jennifer Gross,2732 Brenda Mountains,East Blake,81122,+1-708-680-1584x15584,Sub,8,104.94,0,1,Urban,0,Phone,No Offer,0,0.8559037976401151
Kristin Lucas,077 Henry Expressway Apt. 192,West Alejandra,49819,001-974-697-1451x5842,Rural practice surveyor,7,69.44,1,0,Rural,0,Web,Discount,1,1.6484795764170155
Daniel Walter,7442 Jennifer Cove,North Ginastad,34230,827.413.7304x2925,Recruitment consultant,10,47.47,0,1,Surburban,0,Phone,Buy One Get One,0,0.05479374652708269
Lauren Goodman,81630 Johnson Forge Suite 703,West Caitlinport,99263,9025323704,Hydrographic surveyor,1,215.08,0,1,Surburban,0,Web,Buy One Get One,1,2.0000001019923923
Jacob Greene,718 Robertson Locks Apt. 852,East Debra,65837,(263)238-2385x52826,Medical technical officer,2,224.89,1,1,Urban,0,Multichannel,No Offer,0,1.2467113441211235
Jessica Adams,3197 Black Wall Apt. 075,West Hectorberg,50037,763.896.2653x288,"Journalist, newspaper",9,201.75,1,1,Surburban,0,Phone,Buy One Get One,0,1.714699613075033
Sharon Martinez,6240 Johnson Drive Apt. 643,Buchananshire,26741,9874930812,Prison officer,5,354.03,1,0,Urban,0,Web,Discount,0,1.1349149884111633
John Robinson,9963 Danielle Falls,Brentfort,67305,248-949-5594x0756,"Surveyor, minerals",10,151.43,1,0,Urban,0,Web,No Offer,0,0.9909157340355613
Cynthia Ramirez,32822 Sean Knoll Suite 405,Heatherview,54797,542-348-5820x2341,"Runner, broadcasting/film/video",11,120.14,1,0,Urban,0,Web,Discount,0,1.4016561740367781
Tammy Boyd,36642 Wilson Overpass,Martinville,19424,001-918-452-7968x9701,Electronics engineer,5,159.41,0,1,Surburban,1,Phone,Buy One Get One,1,1.5401617462399042
Terry Lewis,658 Gray Drives,West Pamela,68611,001.165.3875x875,Accounting technician,5,290.86,1,0,Urban,1,Web,No Offer,0,0.5235929411619229
John Webb,1368 Robert Corners Apt. 166,Prestonfurt,13777,(801)188-9678x8771,Investment analyst,4,87.2,0,1,Surburban,1,Phone,Buy One Get One,1,2.2125203528962905
Jasmin Taylor,77441 Vanessa Road,East Benjamin,80067,258.971.0068x411,Ophthalmologist,11,81.06,1,0,Urban,0,Web,Discount,0,1.015104733264055
Mrs. Heather Fisher,676 Reyes Via Suite 631,Allisonville,12519,072-775-0668x8373,Broadcast journalist,10,55.11,1,0,Urban,1,Web,Discount,0,1.543591083367368
Lauren Reynolds,26726 Marissa Trafficway Suite 873,Martinshire,36642,3670480290,Commercial/residential surveyor,1,513.83,0,1,Surburban,1,Multichannel,Discount,0,1.1434535630473512
Emily Jones,85755 Gonzalez Oval,Potterburgh,91079,2269720103,"Psychologist, forensic",4,770.38,0,1,Rural,1,Multichannel,No Offer,0,1.6865825337567735
Amy Duncan,2140 Kimberly Skyway Suite 925,New Georgeport,04222,167.888.3042x9492,"Surveyor, minerals",1,33.5,1,0,Surburban,0,Web,Discount,0,1.7323735381876118
Dawn Espinoza PhD,21868 Carl Island Apt. 401,North Eric,74111,(499)720-5205x7692,Claims inspector/assessor,2,56.25,1,0,Surburban,1,Phone,Discount,0,0.37539916444754196
Matthew Todd,87634 Black Spring,Shahside,07731,+1-840-469-1838x24928,Chief Operating Officer,2,1093.92,1,1,Surburban,1,Web,No Offer,0,1.0554129899035931
Ryan Ramirez,2139 Jones Junction Suite 545,Port Davidborough,93461,+1-519-010-9248x79104,"Engineer, broadcasting (operations)",1,752.8,1,1,Urban,1,Phone,No Offer,0,1.566777247528011
Julie Wright,72289 Khan Branch,South Steven,03433,683.590.3900x650,"Horticulturist, amenity",2,199.95,1,0,Surburban,1,Phone,No Offer,0,0.5245894694488844
Kayla Hopkins,12954 Walters Radial,Lake Valerie,45433,866.542.0330,Medical sales representative,9,239.91,0,1,Rural,0,Phone,No Offer,0,1.669682353423467
Melissa Jordan,23567 Jaclyn Cape Suite 765,East Megan,66943,716.844.5406x969,Glass blower/designer,8,43.16,0,1,Urban,1,Phone,No Offer,0,-0.2651168420794052
Rachel Mcconnell,964 Thomas Light,Morganchester,41578,+1-924-485-1200x919,"Sales professional, IT",2,418.81,0,1,Surburban,0,Multichannel,No Offer,0,0.5828515269909762
Jacob Eaton,715 Johnson Shore Apt. 289,New Amy,64546,907-194-8123x0135,Museum/gallery conservator,9,318.52,0,1,Urban,0,Web,Buy One Get One,0,1.0547045485323916
Robert Willis,778 Simmons Parkways Suite 977,Roberttown,76702,(119)857-5357x4380,Astronomer,1,109.26,0,1,Surburban,1,Web,Buy One Get One,1,1.8601959232596497
Jeremy Burke,443 Garza Overpass Suite 703,Port Jamesberg,01839,+1-912-024-6909x00254,"Teacher, adult education",3,67.4,1,0,Surburban,0,Web,Discount,0,0.893548381565601
Jessica Smith,758 Stephanie Trace Suite 844,Wheelerville,52452,+1-163-238-7532,Broadcast presenter,9,135.02,1,0,Surburban,1,Web,Buy One Get One,0,0.872843533366075
James Nguyen,93818 Brewer Mountain,Michaelmouth,34555,539.890.0863x827,Cabin crew,10,54.25,0,1,Surburban,0,Web,Discount,0,0.42257779415603247
Heather Dunn,197 Howe Park,South Alicia,06509,3437080468,"Research officer, political party",3,55.34,1,0,Surburban,1,Phone,Buy One Get One,0,0.5900950014964008
Tim Livingston,27559 Armstrong Extension Apt. 078,Lake Ryantown,74800,472-759-8193,Chiropodist,4,297.8,1,1,Urban,0,Phone,Buy One Get One,1,2.0324872275144483
David Hines,5612 Rodney Court,Mathewsberg,01957,001-372-120-3723,Immunologist,4,146.49,0,1,Surburban,0,Phone,Buy One Get One,0,0.7947354352946181
Philip Campbell,680 Anthony Radial Suite 378,East Desireehaven,24828,7328842941,"Engineer, biomedical",7,329.26,0,1,Urban,0,Web,Discount,0,1.2024811778112448
Michael Travis,796 Williams Heights Apt. 074,Lewisville,18458,413-351-6818x43120,Estate agent,1,29.99,1,0,Rural,1,Phone,Discount,0,1.562012525491502
Stephanie Lambert,946 Brianna Club,North Peterchester,63341,(024)987-0482x9525,"Engineer, agricultural",4,249.61,0,1,Urban,1,Phone,Buy One Get One,0,1.4526035690450452
Kenneth Meyer,3586 Johnson Flats Apt. 787,West Rebeccaborough,09957,(688)501-7675x795,Electronics engineer,5,39.52,1,0,Surburban,1,Phone,Discount,0,1.1111361887169255
Brandon Brown,256 Michael Ways Apt. 276,East Jennifer,08318,001-325-206-6579,Geophysicist/field seismologist,1,307.58,1,0,Surburban,0,Multichannel,No Offer,0,0.5528607925199862
Brianna Day,58456 Brown Brooks Apt. 452,West Matthew,47409,458.973.9884,"Scientist, audiological",6,92.32,0,1,Urban,0,Phone,Discount,0,0.9355808783093228
Kenneth Walsh,201 Adam Haven,Lake Ann,47698,+1-958-341-0561x93527,Media buyer,6,464.17,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.3032102876403767
Bailey Kelly,563 Raymond Views,Barrborough,45476,+1-343-319-2560x96931,"Engineer, aeronautical",6,29.99,1,0,Surburban,1,Web,Buy One Get One,0,1.0838974728266164
Sarah Thompson,8825 Morris Flats Apt. 975,New Kevin,86972,995-620-9620x28841,Solicitor,2,435.33,0,1,Surburban,0,Web,Buy One Get One,0,1.4814264426030777
Sandra Cowan,714 Edwards Circle Apt. 566,Schneiderhaven,28008,+1-622-508-1026x2033,"Engineer, chemical",10,375.9,0,1,Urban,0,Web,Discount,0,1.7003749969523319
Shaun Franco,4319 Flores Locks,Fischerport,91542,+1-205-068-5041,Ceramics designer,9,29.99,1,0,Urban,0,Web,Discount,0,0.5908080300335161
Stephanie Parker,08223 Scott Cliff Apt. 523,Port Randy,63468,6797691474,"Scientist, clinical (histocompatibility and immunogenetics)",9,220.51,1,0,Urban,0,Multichannel,Discount,0,1.5685162093753875
John Marshall,74425 Jack Garden Suite 507,Turnermouth,28089,5301230987,Mechanical engineer,5,180.28,0,1,Surburban,0,Phone,Buy One Get One,0,1.4474481560062615
Jake Hammond,2862 Jean Orchard,Moodyshire,69444,(763)082-7273x9390,Exhibition designer,6,78.69,0,1,Surburban,0,Phone,Discount,0,0.9618290028077014
Elizabeth Jones,1276 Anderson Walk Suite 889,Matthewborough,49460,852-443-6756x89586,Trade union research officer,2,350.48,1,0,Urban,1,Web,Buy One Get One,0,0.5880830424518133
Destiny Hernandez,91774 Harris Flat Suite 317,East Carloshaven,51352,124.991.2520,Museum/gallery exhibitions officer,3,376.14,1,0,Surburban,0,Phone,No Offer,0,1.2980005160804986
Brandon Mccormick,4276 Jonathan Cliff Apt. 869,Port Rhondabury,37213,+1-247-286-2881x6963,Technical sales engineer,1,179.63,1,0,Surburban,0,Phone,Discount,1,2.3086044711510008
Erika Jones,710 Smith Path,Port Dawn,83065,(151)255-4697,Secretary/administrator,6,164.51,1,0,Surburban,0,Phone,Buy One Get One,1,1.5003749406430102
Kathleen Cunningham,2013 Warren Pike Suite 552,East Elizabethfurt,06903,+1-137-826-0245x9184,Chartered public finance accountant,8,59.76,0,1,Urban,1,Web,Discount,0,1.5153276216551739
Dr. Connie Mathis,6472 Andrea Wells,North Carlosland,71846,719-030-3161x7475,Pension scheme manager,11,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1.315235131634812
Alison Sullivan DVM,6535 Christensen Hills,Nicholasmouth,85370,845-465-5520,Field seismologist,2,407.64,0,1,Urban,1,Web,Buy One Get One,0,1.036137053290585
Carlos Gray Jr.,19573 Mary Rapid,North Bailey,93443,001-587-057-1312x8516,Senior tax professional/tax inspector,1,143.0,0,1,Urban,0,Phone,Buy One Get One,0,0.987238558534472
Clayton Richard,154 Cortez Roads Apt. 294,Tiffanyfort,16736,931-522-3612x4625,Water engineer,4,320.17,0,1,Urban,1,Phone,Discount,0,0.897149251230289
Robert Martinez,614 Anna Locks,Lake Karla,35609,001-300-905-3193x02530,"Education officer, community",1,103.07,1,0,Surburban,0,Web,Discount,0,0.9266877685495221
Wanda Fleming,1033 Garcia Points Suite 163,Rosalesstad,53568,+1-620-391-4937x2004,"Scientist, audiological",10,35.84,1,0,Urban,1,Phone,No Offer,0,1.3004010598698446
Jasmin Williams,60199 Connie Burgs Apt. 962,South Edward,55284,603.481.3613x12298,Production manager,3,190.66,0,1,Surburban,1,Web,Buy One Get One,0,0.835249191814191
Sarah Hardy DDS,4197 Patricia Circle Apt. 072,East Jodistad,42932,828.070.5666x23824,Heritage manager,2,90.91,1,0,Surburban,0,Web,Discount,0,1.7785435410224872
Kevin Delgado,34896 Herrera Lakes Suite 136,West Ryanview,68360,001-335-222-1377x5125,"Production assistant, television",5,215.03,0,1,Urban,1,Web,No Offer,0,1.2984093507560153
Shannon King,294 Brown Port Apt. 807,South Kylechester,23895,250-610-1488x24950,Location manager,1,856.4,0,1,Urban,1,Web,No Offer,0,0.9991275910349862
Crystal Sawyer,53298 Linda Glen Suite 791,Montoyachester,62325,+1-039-124-8213x50086,Hydrogeologist,10,139.83,1,0,Urban,1,Phone,Discount,0,0.9874587381196547
Jerry Herrera,64316 Chang Port Apt. 990,Johnton,73509,001-599-090-9733x1369,Clothing/textile technologist,10,245.09,1,0,Urban,0,Multichannel,No Offer,0,1.2507863302760014
Jacob Dunn,32582 Deborah Radial,North Tiffanyshire,57195,774-045-0790,Psychiatric nurse,6,127.2,0,1,Surburban,0,Phone,No Offer,0,1.1614698492913091
Matthew Wall,895 Hill Lakes Apt. 637,Christinaborough,08992,+1-549-850-9966,"Designer, textile",1,470.65,1,0,Urban,0,Phone,Discount,0,1.5865182570528291
Emma Taylor,3848 Nichols Loop,South Kaylaside,35064,(779)397-5507x67239,Paediatric nurse,1,59.13,1,0,Urban,1,Web,Discount,0,0.9560083581988058
Aaron Simmons,44129 Phillips Village Suite 388,Lopeztown,07862,093-067-1834,"Engineer, broadcasting (operations)",3,327.1,1,0,Surburban,1,Web,No Offer,0,0.9572747731006732
Steven Winters,6358 Avila Mission Suite 908,Aprilbury,76892,014.875.2126x002,Theme park manager,1,399.72,1,1,Surburban,0,Phone,Discount,1,1.6406043622242004
Aaron Carter,52894 Anthony Courts,Ramirezberg,10954,380-844-4091x5756,"Teacher, English as a foreign language",3,29.99,1,0,Urban,0,Phone,No Offer,0,0.9243891317977129
John Owen,6158 Ferrell Mission Suite 135,East Tammyhaven,50551,(974)812-1312x6729,Corporate investment banker,6,398.03,1,1,Surburban,0,Phone,No Offer,0,2.057865396486127
Mark Norton,5256 Fuentes Spur Suite 086,Taylortown,88008,466-019-2461,Horticultural therapist,4,134.24,0,1,Urban,0,Web,Discount,1,2.182341951225289
Randall Reed,748 Hall Terrace Suite 870,Lake Carlaton,22602,565-834-4645x41464,Museum/gallery exhibitions officer,10,290.55,0,1,Surburban,0,Web,Discount,0,1.1327360290899684
Craig Thomas,76702 Allen Divide,North Mason,08792,(413)968-1659,"Designer, jewellery",7,29.99,1,0,Surburban,0,Web,No Offer,0,0.6891671984974979
Timothy Jefferson,2708 Lawrence Mountain,West Daniel,12181,319-511-4180,Interpreter,4,87.69,1,0,Surburban,0,Web,Discount,0,0.9635647409606805
David Watson,39406 Elizabeth Divide Apt. 891,South Bradside,38733,7416028406,"Development worker, community",10,335.77,0,1,Rural,0,Multichannel,Buy One Get One,0,1.2440800249353152
Miss Brooke Miller,16824 Anthony Lakes,Lake Danielshire,96317,059-325-5450,"Buyer, retail",12,465.37,0,1,Rural,1,Multichannel,No Offer,0,0.9805010559274085
Mary Sanders,7751 Mary Stream Apt. 655,East Brianchester,68730,001-706-036-7919x94004,Television camera operator,12,75.26,1,0,Urban,1,Phone,Buy One Get One,0,1.5108301152124088
Angel Mason,9145 Simpson Dale Apt. 141,Carolynport,22780,(414)508-0017,Colour technologist,10,327.18,0,1,Urban,0,Phone,Buy One Get One,0,1.388507455433296
Alexander Davis,72993 Lisa Parks Suite 501,Jessicastad,54119,983.408.2987,Health physicist,1,188.89,0,1,Surburban,1,Web,No Offer,0,0.7734995634020725
Curtis Mendoza,066 Mosley Mill Suite 383,Weavertown,96957,001-771-808-4530x70692,Stage manager,4,49.8,1,0,Urban,1,Web,Discount,0,1.57772904796615
Joel Hunter,5099 Wilson Alley Apt. 165,Glenfort,92153,176.838.4295x9801,Landscape architect,7,688.51,1,1,Rural,1,Multichannel,Buy One Get One,0,0.9310446479762492
Jennifer Long,198 Eric Underpass,South Megan,46991,445.914.9737x648,Probation officer,3,229.42,0,1,Rural,0,Multichannel,No Offer,0,0.7965171198252591
